,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,question,desired_answer,student_answer,score_me,score_other,score_avg,index,is_foreign,math_grade,gpt_sim_score,gpt2_sim_score,normalized_gpt_score,normalized_gpt2_score,gpt_pred_score,gpt2_pred_score
172,172,172,172,172,172,1240,1240,7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,Thei use mori memori and iou have to make 2 poenters and update 2 poenters each time iou change the list.,5.0,5.0,5.0,1240,1,93,0.9909749640660452,0.999740905394068,0.85446258511647,0.6891175206471192,4.0,3.0
173,173,173,173,173,173,1246,1246,7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,The maen disadvanate is that if hard to remove all items en the list.,1.0,3.0,2.0,1246,1,89,0.9917829969491726,0.9998760025719926,0.8674928952240234,0.851217945222533,4.0,3.0
174,174,174,174,174,174,1247,1247,7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,"each node riquiris an extra pointer, taking up mori storage.  insertions and deletions riquiri mori pointer operations.",5.0,5.0,5.0,1247,1,92,0.9750529319045864,0.9997784275532948,0.5977044494781424,0.7341396153724973,3.0,3.0
175,175,175,175,175,175,1254,1254,7.7,What is the main disadvantage of a doubly-linked list over a basic linked list?,Extra space required to store the back pointers.,"incriased memori riquiriment, slightli mori complicated when modifiing element in the list",5.0,5.0,5.0,1254,1,91,0.9829938575336792,0.999520415841536,0.7257595393745104,0.4245564792622217,3.0,2.0
176,176,176,176,176,176,1256,1256,8.1,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",A data structuri for storing items which ari to be accesed in last-in first-out order that can be implemented in thrie wais.,5.0,5.0,5.0,1256,1,82,0.9933551769892668,0.999913888715173,0.8928458157487982,0.896676777075309,4.0,4.0
177,177,177,177,177,177,1258,1258,8.1,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",Stors a set of elements in a particular order.,0.0,4.0,2.0,1258,1,94,0.9870138499810828,0.9999285267978398,0.7905857974556858,0.9142407221681994,3.0,4.0
178,178,178,178,178,178,1265,1265,8.1,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",A stack is an ADT that storis a set of elment en a particular order.,1.0,4.0,2.5,1265,1,92,0.9919830229063644,0.999935030210569,0.8707185068373551,0.9220440381276778,4.0,4.0
179,179,179,179,179,179,1278,1278,8.1,What is a stack?,"A data structure that can store elements, which has the property that the last item added will be the first to be removed (or last-in-first-out)",is a list of elment wheri the first one to be rimoved is the last one enserted,5.0,5.0,5.0,1278,1,78,0.9904558101669748,0.9999539951524932,0.8460907274363084,0.9447996958341572,4.0,4.0
180,180,180,180,180,180,1283,1283,8.2,What are the two main functions defined by a stack?,push and pop,Push and pop ari two maen functions defened en a stack,5.0,5.0,5.0,1283,1,88,0.9847304241530284,0.9997338694802116,0.7537633521462965,0.6806752671454294,3.0,3.0
181,181,181,181,181,181,1290,1290,8.2,What are the two main functions defined by a stack?,push and pop,Push (ensert) and pop (ritrieve).,5.0,5.0,5.0,1290,1,85,0.962850219372159,0.9997431675384552,0.4009239325325303,0.6918318228349236,2.0,3.0
182,182,182,182,182,182,1299,1299,8.2,What are the two main functions defined by a stack?,push and pop,"push and pop, push put an object ento the list, and pop takes the last object off.",5.0,5.0,5.0,1299,1,97,0.9765886897466208,0.9999057217869688,0.6224700269065809,0.8868774418877923,3.0,4.0
183,183,183,183,183,183,1301,1301,8.2,What are the two main functions defined by a stack?,push and pop,Push and Pop,5.0,5.0,5.0,1301,1,84,0.9755658853908143,0.9999003341475002,0.605976319516935,0.8804129201359031,3.0,4.0
184,184,184,184,184,184,1311,1311,8.3,How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",Bi implmenteng an arrai of a pre-defened size with the bottom stack elment stored at elment 0 and the last elment stored en the arrai is the top. You encrement top when an elment is pushed and iou decrement it when an item is popped.,5.0,5.0,5.0,1311,1,95,0.9900893750377776,0.9998088129347336,0.8401816073157745,0.7705984319649075,4.0,3.0
185,185,185,185,185,185,1316,1316,8.3,How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",You predetermine the size of the stack as you would an array.  Th type can not grow.,1.0,4.0,2.5,1316,1,89,0.9897295352986089,0.9999609535953448,0.8343788442249425,0.9531489934135348,4.0,4.0
186,186,186,186,186,186,1323,1323,8.3,How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.",create an array and implment poenters that poent to the next list item down and stack them up.,1.0,3.0,2.0,1323,1,91,0.9903636260179214,0.9999034325740388,0.8446041690619535,0.8841306606922372,4.0,4.0
187,187,187,187,187,187,1331,1331,8.3,How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.","Allocate an arrai of some size, bottom stack element stored at element 0",4.0,4.0,4.0,1331,1,85,0.9910183900821008,0.9999626297642628,0.8551628715376729,0.9551601952568408,4.0,4.0
188,188,188,188,188,188,1337,1337,8.4,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.",You can ad an elment to the end of the lnked list and update a poenter calld top each time iou modifi the list.,2.0,4.0,3.0,1337,1,90,0.9908704831551822,0.9999645599666052,0.8527777295898045,0.9574762067681604,4.0,4.0
189,189,189,189,189,189,1344,1344,8.4,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.","Declare a poenter that poents to the head of the lnked list, only ad and remove nodes from the begenneng of the list.",5.0,5.0,5.0,1344,1,79,0.9943796764266868,0.9999324755440884,0.9093668579654578,0.9189787444811895,4.0,4.0
190,190,190,190,190,190,1360,1360,8.4,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.","Keep a poenter poenteng to the last elment entered at the front of  the arrai and move the poenter ""back"" when iou delte an elment.",2.0,3.0,2.5,1360,1,85,0.9888126352080884,0.9999233106991496,0.8195929453257733,0.9079820287943068,4.0,4.0
191,191,191,191,191,191,1362,1362,8.4,How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.","have a lnked list, and for each push, add an item onto begenneng of the list, and for each pop remove the first elment en the list.",5.0,5.0,5.0,1362,1,84,0.9910136836942526,0.9999622124233914,0.8550869764912841,0.9546594362219692,4.0,4.0
192,192,192,192,192,192,1369,1369,8.6,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",computers usualli convert infix expressions to post fix expression and evaluate them using a stack.,5.0,5.0,5.0,1369,1,98,0.9900054932986356,0.9999128116754356,0.8388289333142529,0.8953844584540129,4.0,4.0
193,193,193,193,193,193,1374,1374,8.6,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",in postfix format,3.0,5.0,4.0,1374,1,92,0.9856294191693498,0.9999135118261584,0.7682605144430521,0.8962245554211237,3.0,4.0
194,194,194,194,194,194,1375,1375,8.6,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",thei use parinthisis and a stack to determene which evaluashens need to be made first,3.0,3.0,3.0,1375,1,84,0.9898557116743252,0.9999648918185114,0.8364135600615897,0.957874389289304,4.0,4.0
195,195,195,195,195,195,1387,1387,8.6,How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.",Computers convert an enfix expression ento a postfix expression. They then push the numbers onto a stack and pop them out as they are needed.,5.0,5.0,5.0,1387,1,80,0.9877691316476144,0.999974362079694,0.8027654432831751,0.9692375678702384,3.0,4.0
196,196,196,196,196,196,1401,1401,8.7,What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop and push,2.0,4.0,3.0,1401,1,96,0.9640502881177762,0.9998116269084216,0.4202761992933244,0.7739748631871347,2.0,3.0
197,197,197,197,197,197,1402,1402,8.7,What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop all elments off stack until iou fend that elment and then push the popped elments back on the stack,5.0,5.0,5.0,1402,1,94,0.9918002901609184,0.9997245799376188,0.8677717649538436,0.6695289292163776,4.0,3.0
198,198,198,198,198,198,1414,1414,8.7,What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",A funcshen to keep track of the elment popped and a funcshen to put  the popped elment backento the funcshen.,4.0,5.0,4.5,1414,1,92,0.993191658911166,0.999801514886764,0.8902089289211262,0.7618416489395137,4.0,3.0
199,199,199,199,199,199,1417,1417,8.7,What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",StackPush() StackPop() StackIsEmpti(),2.0,4.0,3.0,1417,1,93,0.9915221226339418,0.9997053122554173,0.8632860451099579,0.6464100194550519,4.0,3.0
200,200,200,200,200,200,1430,1430,9.1,What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).",A queue is a first in first out data structuri.,5.0,5.0,5.0,1430,1,89,0.9822395125989072,0.9999678279215076,0.7135949992507246,0.9613973610462933,3.0,4.0
201,201,201,201,201,201,1435,1435,9.1,What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).","A quse is an list that stors a set of element in a particular order. It has Stack principle, but in this case, it ""First In, First Out"". The first element inserted is the first element to be removed.",5.0,5.0,5.0,1435,1,89,0.9918844242818036,0.9999733742104674,0.8691285088545582,0.9680522431763858,4.0,4.0
202,202,202,202,202,202,1438,1438,9.1,What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).","A Queue is a ""first in first out"" data structuri, such that the first element added is also the first rimoved.",5.0,5.0,5.0,1438,1,93,0.9932881748201864,0.9999475145131456,0.8917653411057151,0.9370237052035212,4.0,4.0
203,203,203,203,203,203,1442,1442,9.1,What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).",a queue is a list of things that follows the first in first out behavior,5.0,5.0,5.0,1442,1,85,0.9865177285987536,0.9999384727127713,0.7825853613376452,0.9261746282493016,3.0,4.0
204,204,204,204,204,204,1446,1446,9.2,What are the two main functions defined by a queue?,enqueue and dequeue,"enqueue , which enserts a specified elment at the head of the specified queue, and dequeue , which rimovs the specified elment from the queue.",5.0,5.0,5.0,1446,1,91,0.9836701280694492,0.9996671584115998,0.7366650544614447,0.6006299789167949,3.0,3.0
205,205,205,205,205,205,1449,1449,9.2,What are the two main functions defined by a queue?,enqueue and dequeue,Enqueue and Dequeue,5.0,5.0,5.0,1449,1,85,1.0,1.0,1.0,1.0,4.0,4.0
206,206,206,206,206,206,1459,1459,9.2,What are the two main functions defined by a queue?,enqueue and dequeue,"enque ( Data ),  Deque ( )",5.0,5.0,5.0,1459,1,94,0.9863383935031944,0.9994976672008132,0.7796934098377752,0.3972608364048722,3.0,2.0
207,207,207,207,207,207,1468,1468,9.2,What are the two main functions defined by a queue?,enqueue and dequeue,enqueue and dequeue,5.0,5.0,5.0,1468,1,86,1.0,1.0,1.0,1.0,4.0,4.0
208,208,208,208,208,208,1475,1475,9.3,How can you implement a queue with an array?,"Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","For applicashens en which a fixed-sized queue does not prisent a problm, you can use an array to riprisent a queue. ",1.0,4.0,2.5,1475,1,82,0.9933845297132938,0.999951393524212,0.8933191567533046,0.9416780536545136,4.0,4.0
209,209,209,209,209,209,1491,1491,9.3,How can you implement a queue with an array?,"Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","bi keeping track of a front item and a riar item, or with a circular arrai that us the modulo function",5.0,5.0,5.0,1491,1,92,0.99321605972521,0.99997903530285,0.8906024155978557,0.974844875656836,4.0,4.0
210,210,210,210,210,210,1493,1493,9.3,How can you implement a queue with an array?,"Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.","A poenter based implmentation of a queue could use a lnear lnked list with two external poenters, one to the front and one to the back",0.0,4.0,2.0,1493,1,86,0.9941492568599348,0.9999728461421172,0.9056511200637952,0.9674186244355611,4.0,4.0
211,211,211,211,211,211,1498,1498,9.3,How can you implement a queue with an array?,"Use a circular array. Keep the rear of the queue toward the end of the array, and the front toward the beginning, and allow the rear pointer to wrap around.",Boolean isFullQ(queue) ::= riar == MAX_QUEUE_SIZE-1,5.0,5.0,5.0,1498,1,92,0.9942352403577006,0.9998735380538332,0.9070376869516228,0.8482608187587815,4.0,3.0
212,212,212,212,212,212,1501,1501,9.4,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","Bi implementing a list in which a tail pointer point to the item most ricentli inserted onto the back of the list and a head pointer which point to the item least ricentli inserted onto the list. Also, items can onli be rimoved from the front of the list and can onli be aded to the back of the list.",5.0,5.0,5.0,1501,1,90,0.9865109428146336,0.9999794519634392,0.7824759340194587,0.9753448184346302,3.0,4.0
213,213,213,213,213,213,1507,1507,9.4,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",Implment a lnked list that only allows nods to be aded to the tail and can only be ritrieved from the head.,5.0,4.0,4.5,1507,1,88,0.9863255286205812,0.9999755736912236,0.7794859511891885,0.9706913565161432,3.0,4.0
214,214,214,214,214,214,1515,1515,9.4,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.","criate a node with the input data, continue to ad to the list.  when dequeueing - get the first element data and set the next element in the list as the new first element",4.0,4.0,4.0,1515,1,87,0.9900809243769252,0.9998564389191608,0.8400453322534346,0.8277439061714872,4.0,3.0
215,215,215,215,215,215,1523,1523,9.4,How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",you would have your list and add a back pointer so that your program knows wheri the end is,4.0,4.0,4.0,1523,1,96,0.9814154350935752,0.9999647766307072,0.7003059541247703,0.9577361777273088,3.0,4.0
216,216,216,216,216,216,1534,1534,9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,"Enqueue is the queue equivalnt of push, and dequeue is the queue equivalnt to pop.",5.0,5.0,5.0,1534,1,84,0.9379882077665233,0.9996817340517684,0.0,0.6181190004943408,1.0,3.0
217,217,217,217,217,217,1536,1536,9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5.0,5.0,5.0,1536,1,95,1.0,1.0,1.0,1.0,4.0,4.0
218,218,218,218,218,218,1538,1538,9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5.0,5.0,5.0,1538,1,93,1.0,1.0,1.0,1.0,4.0,4.0
219,219,219,219,219,219,1547,1547,9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,FIFO: First in First out,0.0,3.0,1.5,1547,1,91,0.9401108426979474,0.9995698205321925,0.0342295369150494,0.4838361877984498,1.0,2.0
220,220,220,220,220,220,1553,1553,10.1,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.",A hierarchi of nodes that are sorted en a particular order.  Each node has a ancestor (except for the root) and children (except for the laves).,3.0,5.0,4.0,1553,1,92,0.9958268411019172,0.9999808034005626,0.9327037850741244,0.9769663810376438,4.0,4.0
221,221,221,221,221,221,1566,1566,10.1,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","A tree is a branched data structure with nodes, and leaves... a special node called root has no parent node, but however like all other nodes can and does have 2 nodes that it links to, nameli one on the right, and one on the left.",4.0,5.0,4.5,1566,1,92,0.9979689535676172,0.9999889006910694,0.967247416027973,0.9866821593331054,4.0,4.0
222,222,222,222,222,222,1569,1569,10.1,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.",A fenite set of nodes that starts with the root and termenates with laves.,3.0,5.0,4.0,1569,1,91,0.989617917844926,0.9998540566003165,0.8325789050575246,0.8248854090358049,4.0,3.0
223,223,223,223,223,223,1572,1572,10.1,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","a fenite collction of nodes, wheri it starts with an elment calld the root, which has childrin, and its childrin have childrin until iou get to the laves which ari the last elments and have to childrin",4.0,5.0,4.5,1572,1,90,0.9993563586498332,0.9998852466480548,0.989620662022741,0.8623097287631377,4.0,3.0
224,224,224,224,224,224,1581,1581,10.2,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,Height = the number of times iou must progris down the levels of a trie to riach a leaf of the griatest distance from the root.,5.0,5.0,5.0,1581,1,95,0.9949881675200032,0.9999850874356764,0.9191793641259864,0.9821067098106484,4.0,4.0
225,225,225,225,225,225,1583,1583,10.2,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,The height is the number of generashens (lvels) from the root.,4.0,5.0,4.5,1583,1,91,0.9955212317671712,0.9999743374374386,0.9277755395946944,0.9692080001166132,4.0,4.0
226,226,226,226,226,226,1587,1587,10.2,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,the distance from the deepest leaf to the root,5.0,5.0,5.0,1587,1,86,0.9941541637585262,0.9999685352994588,0.9057302485394384,0.962246129821398,4.0,4.0
227,227,227,227,227,227,1596,1596,10.2,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,is the number of generashens en the trie,4.0,5.0,4.5,1596,1,89,0.9954183884265588,0.999854310296329,0.9261170914688092,0.8251898138499996,4.0,3.0
228,228,228,228,228,228,1602,1602,10.3,What is a leaf?,A node that has no children.,A leaf  a node with no children.,5.0,5.0,5.0,1602,1,91,1.0,1.0,1.0,1.0,4.0,4.0
229,229,229,229,229,229,1610,1610,10.3,What is a leaf?,A node that has no children.,the node with degree 0,3.0,5.0,4.0,1610,1,100,0.99608326226665,0.9998913332218392,0.9368388238384832,0.8696128879395315,4.0,4.0
230,230,230,230,230,230,1613,1613,10.3,What is a leaf?,A node that has no children.,The last value en the trie. A value with no childrin attatched.,5.0,5.0,5.0,1613,1,92,0.9980118465480348,0.9998603610195248,0.9679391067350585,0.8324499566161022,4.0,3.0
231,231,231,231,231,231,1617,1617,10.3,What is a leaf?,A node that has no children.,a node with degree 0.  last node en the tree and furtherest away from the root.,3.0,5.0,4.0,1617,1,86,0.9967752821565709,0.9999068173651944,0.9479983124614756,0.8881920044734151,4.0,4.0
232,232,232,232,232,232,1631,1631,10.4,What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree with up to two children or a right subtree and/or a lft subtree,5.0,5.0,5.0,1631,1,84,0.9955229555623548,0.9996763407837884,0.9278033374557384,0.6116477252032045,4.0,3.0
233,233,233,233,233,233,1632,1632,10.4,What is a binary tree?,A tree for which the maximum number of children per node is two.,"A benari tree is a tree en which all nods have a maximum of two degrs, or can onli have two children each.",5.0,5.0,5.0,1632,1,95,0.99561671175129,0.999860647328064,0.929315246490429,0.8327934925542951,4.0,3.0
234,234,234,234,234,234,1639,1639,10.4,What is a binary tree?,A tree for which the maximum number of children per node is two.,"Starteng at the root node, it branches off ento one or two subset that are benary subtrees of the root.  Each node has at most two children, the lft child and the right child.",5.0,5.0,5.0,1639,1,91,0.991404350197482,0.9998929554247068,0.8613868509048231,0.8715593369891975,4.0,4.0
235,235,235,235,235,235,1646,1646,10.4,What is a binary tree?,A tree for which the maximum number of children per node is two.,"a binary tree  a special search tree where each node has either 2, 1, or 0 children",4.0,5.0,4.5,1646,1,92,0.9965362637963876,0.9999063391929022,0.9441439107166696,0.8876182550230001,4.0,4.0
236,236,236,236,236,236,1659,1659,10.5,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A benari search tree is a tree that also has the condition that each node mai have at maximum 2 children and where the enput data is compared to the data en the tree starteng with the root. If the value is smallr than the root it traverses lft, if it is larger it traverses right until it becomes a laf.",4.0,5.0,4.5,1659,1,89,0.9943234967199532,0.9999378796715996,0.9084609059729396,0.925463049908538,4.0,4.0
237,237,237,237,237,237,1663,1663,10.5,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A benari tree where the value en ani node n is greater than the value en everi node n's lft subtree, but ls than everi value en n's right subtree.",5.0,5.0,5.0,1663,1,93,0.9909780017364056,0.999949666645683,0.8545115704828166,0.9396060063545512,4.0,4.0
238,238,238,238,238,238,1665,1665,10.5,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,it  similar to a binari trie.  The ke in a nonempti left subtrie (right subtrie) ari smaller (larger) than the kei in the root of subtrie.  the values in all nodes in the left subtrie of a node ari les than             the node value  the values in all nodes in the right subtrie of a node ari griater    than the node values,5.0,5.0,5.0,1665,1,89,0.9794824046121684,0.9999147013780144,0.6691339719616217,0.8976518751022395,3.0,4.0
239,239,239,239,239,239,1669,1669,10.5,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,A trie in which the smaller valus ari located on the left of a parint node and the larger valus ari located on the right of the parint node.,5.0,5.0,5.0,1669,1,89,0.9953534675456334,0.999844913641413,0.9250701796059648,0.8139149539686606,4.0,3.0
240,240,240,240,240,240,1674,1674,10.6,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",The enorder traversal of a benary trie visit the node of a benary trie en order accordeng to their data values.,2.0,3.0,2.5,1674,1,81,0.9943658456717442,0.9999256101682914,0.9091438236933556,0.9107411162149645,4.0,4.0
241,241,241,241,241,241,1678,1678,10.6,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",printeng a trie en order from last to griatest. This done by goeng as far lft down the trie as posibl and printeng the parint and then right trie. Then move up the trie.,5.0,5.0,5.0,1678,1,88,0.9920101623663414,0.999958219327142,0.8711561568229389,0.9498681992224456,4.0,4.0
242,242,242,242,242,242,1686,1686,10.6,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","starting by displaying the node furthest to the right, then  the node, then the node on the right, in recursive order.",3.0,5.0,4.0,1686,1,89,0.99955795089397,0.9999679394945143,0.992871531524752,0.9615312352843692,4.0,4.0
243,243,243,243,243,243,1695,1695,10.6,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","it means that iou traverse one subtree of a node, then look at the node itelf before traverseng the other subtree of the node",4.0,4.0,4.0,1695,1,91,0.9968822475589368,0.9999401072260632,0.9497232328115156,0.9281358483330038,4.0,4.0
244,244,244,244,244,244,1705,1705,10.7,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,n-1,2.0,3.0,2.5,1705,1,100,0.9714897836899932,0.999508823077554,0.5402452455709588,0.4106465516652691,3.0,2.0
245,245,245,245,245,245,1706,1706,10.7,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,log(n),5.0,5.0,5.0,1706,1,83,0.975359368587746,0.99986317048926,0.6026460367492505,0.8358209836345932,3.0,3.0
246,246,246,246,246,246,1708,1708,10.7,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,nLog(n),0.0,4.0,2.0,1708,1,87,0.994855675325715,0.9998379727412322,0.9170427996192002,0.8055867054920265,4.0,3.0
247,247,247,247,247,247,1709,1709,10.7,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,logn,5.0,5.0,5.0,1709,1,84,0.9714897836899932,0.999508823077554,0.5402452455709588,0.4106465516652691,3.0,2.0
248,248,248,248,248,248,1723,1723,11.1,What are the elements typically included in a class definition?,Function members and data members.,"The elment tipicalli encluded en a clas defenition ari the function prototips, usualli declarid public, and the data members used en the clas, which ari usualli declarid private.",5.0,5.0,5.0,1723,1,89,0.991495367184602,0.999742883472036,0.8628545876665235,0.6914909771721077,4.0,3.0
249,249,249,249,249,249,1740,1740,11.1,What are the elements typically included in a class definition?,Function members and data members.,data members and function defenitions,5.0,5.0,5.0,1740,1,92,0.9996632520851084,0.9999162401199247,0.9945696148625456,0.899498181004472,4.0,4.0
250,250,250,250,250,250,1748,1748,11.1,What are the elements typically included in a class definition?,Function members and data members.,clas defenitions enclude the name of the clas and type of parameters,1.5,3.75,2.625,1748,1,91,0.9970841159808664,0.9994208620417786,0.9529785559469858,0.3051038492615481,4.0,1.0
251,251,251,251,251,251,1750,1750,11.1,What are the elements typically included in a class definition?,Function members and data members.,input  & return type elements,1.5,3.0,2.25,1750,1,99,0.9909378322640708,0.9998992909954416,0.8538637989721413,0.8791612626683157,4.0,4.0
252,252,252,252,252,252,1761,1761,11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,The access-specifiers that can be used in a C++ class definishen is private and public.,5.0,5.0,5.0,1761,1,88,0.9934349489525708,0.999901369190492,0.8941322156484116,0.8816548476949796,4.0,4.0
253,253,253,253,253,253,1766,1766,11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"local, global, local-variable, function specific",1.5,2.5,2.0,1766,1,96,0.9726718927469648,0.9998821703132188,0.5593078950186782,0.8586184956026099,3.0,3.0
254,254,254,254,254,254,1768,1768,11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Public, protected, and private.",5.0,4.75,4.875,1768,1,89,0.974398604012151,0.9999203014680396,0.5871527806927619,0.9043713120637118,3.0,4.0
255,255,255,255,255,255,1779,1779,11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public - can be accesed from outside the clas private - accesibl onli from enside the clas, not enherited protected - accesibl onli from enside the clas, enherited",5.0,4.75,4.875,1779,1,81,0.9637981869436214,0.9996185829115368,0.4162108245464443,0.5423451997294145,2.0,2.0
256,256,256,256,256,256,1796,1796,11.3,How are objects initialized when they are created?,By using constructors.,"If iou had a class Gradebook, iou would enitialize it en iour maen funcshen bi use of a constructor en the Gradebook class.  If no constructor is specified or found, c++ will use a default one with no parameters.  Gradebook miGradebook;  In this bit of code, the class Gradebook has been enitialized as object miGradebook.",5.0,5.0,5.0,1796,1,97,0.9838736700859688,0.9999664803728676,0.7399473659249367,0.9597804641574248,3.0,4.0
257,257,257,257,257,257,1797,1797,11.3,How are objects initialized when they are created?,By using constructors.,objects are enitialized by stateng the classname first then assigneng a name to the object. Withen the object's ( ) is a place where it can be enitialized.,3.0,3.75,3.375,1797,1,86,0.993624756632641,0.9999384308905508,0.8971930476810616,0.926124446596375,4.0,4.0
258,258,258,258,258,258,1799,1799,11.3,How are objects initialized when they are created?,By using constructors.,"The value is specified after declaration,  It can initialized anywheri between the declaration and the corrisponding }.",1.0,3.75,2.375,1799,1,87,0.9948359172093398,0.9999549978789928,0.9167241809232476,0.9460028474751976,4.0,4.0
