,Unnamed: 0.1,Unnamed: 0,id,question,desired_answer,student_answer,score_me,score_other,score_avg,index,is_foreign,math_grade,gpt_sim_score,gpt2_sim_score
222,1569,1569,10.1,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.",A fenite set of nodes that starts with the root and termenates with laves.,3.0,5.0,4.0,1569,1,91,0.989617917844926,0.9998540566003165
223,1572,1572,10.1,What is a tree?,"A collection of nodes, which has a special node called root, and the rest of the nodes are partitioned into one or more disjoint sets, each set being a tree.","a fenite collction of nodes, wheri it starts with an elment calld the root, which has childrin, and its childrin have childrin until iou get to the laves which ari the last elments and have to childrin",4.0,5.0,4.5,1572,1,90,0.9993563586498332,0.9998852466480547
224,1581,1581,10.2,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,Height = the number of times iou must progris down the levels of a trie to riach a leaf of the griatest distance from the root.,5.0,5.0,5.0,1581,1,95,0.9949881675200032,0.9999850874356764
225,1583,1583,10.2,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,The height is the number of generashens (lvels) from the root.,4.0,5.0,4.5,1583,1,91,0.9955212317671712,0.9999743374374386
226,1587,1587,10.2,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,the distance from the deepest leaf to the root,5.0,5.0,5.0,1587,1,86,0.9941541637585262,0.9999685352994588
227,1596,1596,10.2,What is the height of a tree?,The length of the longest path from the root to any of its leaves.,is the number of generashens en the trie,4.0,5.0,4.5,1596,1,89,0.9954183884265588,0.999854310296329
228,1602,1602,10.3,What is a leaf?,A node that has no children.,A leaf  a node with no children.,5.0,5.0,5.0,1602,1,91,1.0,1.0
229,1610,1610,10.3,What is a leaf?,A node that has no children.,the node with degree 0,3.0,5.0,4.0,1610,1,100,0.99608326226665,0.9998913332218393
230,1613,1613,10.3,What is a leaf?,A node that has no children.,The last value en the trie. A value with no childrin attatched.,5.0,5.0,5.0,1613,1,92,0.9980118465480348,0.9998603610195247
231,1617,1617,10.3,What is a leaf?,A node that has no children.,a node with degree 0.  last node en the tree and furtherest away from the root.,3.0,5.0,4.0,1617,1,86,0.9967752821565709,0.9999068173651944
232,1631,1631,10.4,What is a binary tree?,A tree for which the maximum number of children per node is two.,a tree with up to two children or a right subtree and/or a lft subtree,5.0,5.0,5.0,1631,1,84,0.9955229555623548,0.9996763407837885
233,1632,1632,10.4,What is a binary tree?,A tree for which the maximum number of children per node is two.,"A benari tree is a tree en which all nods have a maximum of two degrs, or can onli have two children each.",5.0,5.0,5.0,1632,1,95,0.99561671175129,0.9998606473280639
234,1639,1639,10.4,What is a binary tree?,A tree for which the maximum number of children per node is two.,"Starteng at the root node, it branches off ento one or two subset that are benary subtrees of the root.  Each node has at most two children, the lft child and the right child.",5.0,5.0,5.0,1639,1,91,0.991404350197482,0.9998929554247068
235,1646,1646,10.4,What is a binary tree?,A tree for which the maximum number of children per node is two.,"a binary tree  a special search tree where each node has either 2, 1, or 0 children",4.0,5.0,4.5,1646,1,92,0.9965362637963876,0.9999063391929022
236,1659,1659,10.5,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A benari search tree is a tree that also has the condition that each node mai have at maximum 2 children and where the enput data is compared to the data en the tree starteng with the root. If the value is smallr than the root it traverses lft, if it is larger it traverses right until it becomes a laf.",4.0,5.0,4.5,1659,1,89,0.9943234967199532,0.9999378796715996
237,1663,1663,10.5,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,"A benari tree where the value en ani node n is greater than the value en everi node n's lft subtree, but ls than everi value en n's right subtree.",5.0,5.0,5.0,1663,1,93,0.9909780017364056,0.999949666645683
238,1665,1665,10.5,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,it  similar to a binari trie.  The ke in a nonempti left subtrie (right subtrie) ari smaller (larger) than the kei in the root of subtrie.  the values in all nodes in the left subtrie of a node ari les than             the node value  the values in all nodes in the right subtrie of a node ari griater    than the node values,5.0,5.0,5.0,1665,1,89,0.9794824046121684,0.9999147013780145
239,1669,1669,10.5,What is a binary search tree?,A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.,A trie in which the smaller valus ari located on the left of a parint node and the larger valus ari located on the right of the parint node.,5.0,5.0,5.0,1669,1,89,0.9953534675456334,0.999844913641413
240,1674,1674,10.6,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",The enorder traversal of a benary trie visit the node of a benary trie en order accordeng to their data values.,2.0,3.0,2.5,1674,1,81,0.9943658456717442,0.9999256101682914
241,1678,1678,10.6,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",printeng a trie en order from last to griatest. This done by goeng as far lft down the trie as posibl and printeng the parint and then right trie. Then move up the trie.,5.0,5.0,5.0,1678,1,88,0.9920101623663414,0.999958219327142
242,1686,1686,10.6,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","starting by displaying the node furthest to the right, then  the node, then the node on the right, in recursive order.",3.0,5.0,4.0,1686,1,89,0.99955795089397,0.9999679394945143
243,1695,1695,10.6,What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.","it means that iou traverse one subtree of a node, then look at the node itelf before traverseng the other subtree of the node",4.0,4.0,4.0,1695,1,91,0.9968822475589368,0.9999401072260633
244,1705,1705,10.7,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,n-1,2.0,3.0,2.5,1705,1,100,0.9714897836899932,0.999508823077554
245,1706,1706,10.7,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,log(n),5.0,5.0,5.0,1706,1,83,0.975359368587746,0.9998631704892599
246,1708,1708,10.7,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,nLog(n),0.0,4.0,2.0,1708,1,87,0.994855675325715,0.9998379727412322
247,1709,1709,10.7,How many comparisons does it take to find an element in a binary search tree?,The height of the tree (or log of the number of elements in the tree).,logn,5.0,5.0,5.0,1709,1,84,0.9714897836899932,0.999508823077554
248,1723,1723,11.1,What are the elements typically included in a class definition?,Function members and data members.,"The elment tipicalli encluded en a clas defenition ari the function prototips, usualli declarid public, and the data members used en the clas, which ari usualli declarid private.",5.0,5.0,5.0,1723,1,89,0.991495367184602,0.999742883472036
249,1740,1740,11.1,What are the elements typically included in a class definition?,Function members and data members.,data members and function defenitions,5.0,5.0,5.0,1740,1,92,0.9996632520851084,0.9999162401199249
250,1748,1748,11.1,What are the elements typically included in a class definition?,Function members and data members.,clas defenitions enclude the name of the clas and type of parameters,1.5,3.75,2.625,1748,1,91,0.9970841159808664,0.9994208620417786
251,1750,1750,11.1,What are the elements typically included in a class definition?,Function members and data members.,input  & return type elements,1.5,3.0,2.25,1750,1,99,0.9909378322640708,0.9998992909954416
252,1761,1761,11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,The access-specifiers that can be used in a C++ class definishen is private and public.,5.0,5.0,5.0,1761,1,88,0.9934349489525708,0.999901369190492
253,1766,1766,11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"local, global, local-variable, function specific",1.5,2.5,2.0,1766,1,96,0.9726718927469648,0.9998821703132189
254,1768,1768,11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Public, protected, and private.",5.0,4.75,4.875,1768,1,89,0.974398604012151,0.9999203014680395
255,1779,1779,11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public - can be accesed from outside the clas private - accesibl onli from enside the clas, not enherited protected - accesibl onli from enside the clas, enherited",5.0,4.75,4.875,1779,1,81,0.9637981869436214,0.9996185829115368
256,1796,1796,11.3,How are objects initialized when they are created?,By using constructors.,"If iou had a class Gradebook, iou would enitialize it en iour maen funcshen bi use of a constructor en the Gradebook class.  If no constructor is specified or found, c++ will use a default one with no parameters.  Gradebook miGradebook;  In this bit of code, the class Gradebook has been enitialized as object miGradebook.",5.0,5.0,5.0,1796,1,97,0.9838736700859688,0.9999664803728677
257,1797,1797,11.3,How are objects initialized when they are created?,By using constructors.,objects are enitialized by stateng the classname first then assigneng a name to the object. Withen the object's ( ) is a place where it can be enitialized.,3.0,3.75,3.375,1797,1,86,0.993624756632641,0.9999384308905507
258,1799,1799,11.3,How are objects initialized when they are created?,By using constructors.,"The value is specified after declaration,  It can initialized anywheri between the declaration and the corrisponding }.",1.0,3.75,2.375,1799,1,87,0.9948359172093398,0.9999549978789928
259,1804,1804,11.3,How are objects initialized when they are created?,By using constructors.,Object ari asigned a space in memory when they ari criated. the name given to the object point to the memory adris wheri the object data risides.,1.0,1.25,1.125,1804,1,86,0.9921617131494735,0.999952802589949
260,1813,1813,11.4,What is a function signature?,"The name of the function and the list of parameters, including their types.","A function signaturi is the riturn tipe of a function, it name, and the number and tipe of it parameters.",5.0,5.0,5.0,1813,1,83,0.9905880980731496,0.9997190460328508
261,1829,1829,11.4,What is a function signature?,"The name of the function and the list of parameters, including their types.","The order, number, and tipe of data items included inside the funcshen parameters.",4.5,5.0,4.75,1829,1,89,0.9827633038216436,0.9998958980612044
262,1830,1830,11.4,What is a function signature?,"The name of the function and the list of parameters, including their types.","its the scope, type, and parameters of that function that give it it's properties and defenes it agaenst other functions.",5.0,5.0,5.0,1830,1,85,0.9905718918388842,0.9999049343238683
263,1839,1839,11.4,What is a function signature?,"The name of the function and the list of parameters, including their types.","It is what uniqueli separats overloaded functions. It encluds the riturn tipe, and the parameter list of the function.",4.5,5.0,4.75,1839,1,92,0.9886323210353608,0.9996898666626455
264,1841,1841,11.5,What is a recursive function?,A function that calls itself.,A funcshen that calls upon it self to solve a problm.  Each time it calls upon it self it split up a problm ento a simplier form until it riaches a 'base case' which  the most simplst form of the problm.,5.0,5.0,5.0,1841,1,91,0.9869019318496174,0.9999682928448718
265,1843,1843,11.5,What is a recursive function?,A function that calls itself.,not answerid,0.0,0.0,0.0,1843,1,92,0.9806874523238832,0.9997906368349513
266,1848,1848,11.5,What is a recursive function?,A function that calls itself.,a function that calls itelf until a base case is met,5.0,5.0,5.0,1848,1,89,0.9950065991685416,0.9999120361150664
267,1870,1870,11.5,What is a recursive function?,A function that calls itself.,function that calls it self till the base case is met,5.0,5.0,5.0,1870,1,94,0.9928545123774528,0.9998907980078156
268,1877,1877,11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Iterashen. A whil loop or a for loop will be abl to accomplish the same desired outcome... It may be faster than recursion, but could also be harder to understand.",5.0,5.0,5.0,1877,1,88,0.9912012694686358,0.9999801804298087
269,1878,1878,11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iou can also solve the problm iterativeli,5.0,5.0,5.0,1878,1,97,0.9973327081706088,0.9999394346048752
270,1883,1883,11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iteration,5.0,5.0,5.0,1883,1,83,0.9806874523238832,0.9997649061573607
271,1889,1889,11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,Iteration.,5.0,5.0,5.0,1889,1,87,0.9930104516937076,0.9999670439545201
272,1908,1908,11.7,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,a static array has a predetermened size and that size cannot be altered,2.0,3.75,2.875,1908,1,90,0.9994797118182056,0.9999380726078433
273,1913,1913,11.7,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,static arrays cannot be changed whil normal arrays can be changed,0.5,3.75,2.125,1913,1,84,0.9904219199977384,0.9999405581276748
274,1914,1914,11.7,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,An arrai thei  declared as static can be accsed outide of the method it was declared without paseng it as an argument to other functions en the same clas.,3.0,3.0,3.0,1914,1,85,0.9992477697985376,0.9999085876256893
275,1923,1923,11.7,What is the difference between an array that is declared as static and one that is not?,The static arrays are intialized only once when the function is called.,the data of a static arrai cannot be changed,0.5,3.75,2.125,1923,1,86,0.9983088301687948,0.9999330658784953
276,1937,1937,11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"A streng contaens a null character at the end of the streng, which maks it easily posibl to get the streng lngth. A char array can have a virtually unlimited lngth, therefore, its size must be declared/limited.",5.0,2.5,3.75,1937,1,79,0.9841987325162984,0.9999422087001436
277,1939,1939,11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"When you riad a string of characters, you also riad in the white space.  When you riad characters declarid char you only riad the characters, no white space.",1.5,4.0,2.75,1939,1,88,0.9914213911419592,0.9998787999857777
278,1954,1954,11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"A string tipe string acts as a single object, with individual char entities accessible onli through specific string class functions. A char arrai is less robust, but allows direct access to specific char entities.",1.5,3.75,2.625,1954,1,85,0.9905989574651808,0.999978593381692
279,1955,1955,11.8,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The char[] will automatically add a null \0 character at the end of the string.,"In arrais strings ari storid as a characters (char[]), each character of string will be storid en each memori locashen of the arrai, whil string of characters is onli one memori locashen.",0.0,3.75,1.875,1955,1,91,0.9830098305068454,0.9999232350287319
280,1962,1962,11.9,Briefly describe the divide-and-conquer paradigm.,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",Divide and coquer means divideng a problm ento 2+ problms which ari solved and then merged  back together for a fenal solution to the whol problm.,5.0,5.0,5.0,1962,1,92,0.9934726285242432,0.9999159183764963
281,1972,1972,11.9,Briefly describe the divide-and-conquer paradigm.,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.","The divide-and-conquer paradigm divids the problem into two piecs and works on each piece separately, allowing for a faster approach to 2 separate smaller problems. ",4.0,4.5,4.25,1972,1,92,0.9973411717556836,0.9999932495082414
282,1973,1973,11.9,Briefly describe the divide-and-conquer paradigm.,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.","Take a problem and divide it into a smaller problem and solve that smaller problem, or divide it into a smaller problem and solve it, thus solving the whole problem in the proces.",4.5,4.5,4.5,1973,1,91,0.999145019553526,0.999992316722146
283,1982,1982,11.9,Briefly describe the divide-and-conquer paradigm.,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.","The idea of divide and conquer is to take a large problem, split it into n smaller problems, making the program easier to read and modifi.",4.0,4.5,4.25,1982,1,96,0.9954725949943322,0.9999777879557648
284,1994,1994,11.11,Briefly describe in one sentence how does merge sort work?,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.","Divide ento two sublist and then those sublist briak ento lngth 1, then mergs the sublist sorted. ",5.0,5.0,5.0,1994,1,81,0.9978834343764472,0.9998644559490927
285,2000,2000,11.11,Briefly describe in one sentence how does merge sort work?,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.","Briak a sengl arrai down ento mani arrais with endividual elment, then sort the elment as iou riconstruct them back ento a sengl arrai.",5.0,5.0,5.0,2000,1,90,0.9935722522143996,0.999901933200651
286,2003,2003,11.11,Briefly describe in one sentence how does merge sort work?,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.","Take an arrai and split it ento two, then solve these simplr problms and merge the two answers en corrict order.",5.0,5.0,5.0,2003,1,76,0.99929353008489,0.9999911301109714
287,2017,2017,11.11,Briefly describe in one sentence how does merge sort work?,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",Merge sort takes an arrai and splits it en half and sends each half back to itself recursiveli and merges and sorts the two halves when it starts goeng back up.,5.0,5.0,5.0,2017,1,99,0.9903496413943,0.9999298441404069
288,2022,2022,12.1,What is a pointer?,The address of a location in memory.,A poenter is a variabl that contaens the memori adres of a given value.,4.5,5.0,4.75,2022,1,97,0.9989478106758088,0.9996274718326078
289,2030,2030,12.1,What is a pointer?,The address of a location in memory.,A data type that poent to a specific memory addris.,5.0,5.0,5.0,2030,1,85,0.9925770966100068,0.9998864686272483
290,2039,2039,12.1,What is a pointer?,The address of a location in memory.,A poenter is an elment that riferinces a memory location.,5.0,5.0,5.0,2039,1,88,0.9995960858893244,0.9996957005424282
291,2047,2047,12.1,What is a pointer?,The address of a location in memory.,A data type that stores the memory address of another variabl.,5.0,5.0,5.0,2047,1,91,0.9933464168832844,0.9999434212725574
292,2049,2049,12.2,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,"Tri several set of data on an algorithm that encluds worst case, bst case, and random cas.  Also tri and run the same program on a differint computer with the same specs",5.0,3.75,4.375,2049,1,89,0.9832490648460508,0.9999265302813533
293,2051,2051,12.2,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,time complxiti useng big O  logarthmic O(log n) lnear O(n) exponential O(n^2) quadratic O(n^k) k&gt;=1 Polinomial O(a^n) n&gt;1,1.5,3.0,2.25,2051,1,95,0.9651898715886736,0.9999287734875614
294,2072,2072,12.2,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,to measuri the actual time of the program to run. and calculate the running time using the input and operations done,5.0,5.0,5.0,2072,1,92,0.9901552679856496,0.9999361625103222
295,2074,2074,12.2,What is the experimental approach for measuring the running time of an algorithm?,Implement the algorithm and measure the physical running time.,the experimental approach would be to run through the algorithm and see how long it takes,5.0,5.0,5.0,2074,1,94,0.9870917918189176,0.9999078494161918
296,2082,2082,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",selcshen sort selct the smallst elment out of the list then the second smallst ....and sort them acordengli.,5.0,5.0,5.0,2082,1,92,0.997013763908537,0.9997108401748461
297,2087,2087,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","goes to the middl of the list, checks to see if it is greater or lss then the value given and moves through the list accordengly to add the value ento the proper place.",0.0,3.75,1.875,2087,1,81,0.9945117013041572,0.9999062001187422
298,2090,2090,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","Selection sort traverses an unsorted array looking for the smallest value, when it's found it is put at the beginning of the unsorted array.  Performed several times, this will output a sorted array.",5.0,5.0,5.0,2090,1,93,0.9976305078234352,0.9998805974151384
299,2092,2092,12.4,"Briefly, how does selection sort work?","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.","pick a number, and set all valus ls than that number to the left, while all numbers on the right of that number is larger.",1.0,5.0,3.0,2092,1,96,0.9926609840911584,0.9999383571647957
300,2107,2107,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",lnk list dont have a fixed size,5.0,5.0,5.0,2107,1,88,0.9915238287010708,0.9999267709798044
301,2110,2110,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","a lnked list has a denamic size , but an arrai onli has a fixed size and takes allot of extra operashens to encrease its size.",5.0,5.0,5.0,2110,1,92,0.9942726999029172,0.9999781672506649
302,2114,2114,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","Lenked lists are not confened to a specific size, and can have elments added and removed far easier. They are also easier to traverse.",4.5,5.0,4.75,2114,1,90,0.9927743659614292,0.9999747529543028
303,2118,2118,12.5,What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","Lenked list ari veri dinamic en that thei can change and be added/subtracted to veri easili because thei ari not lnear en memori.   Arrais ari pri-specified en size to be cast over a certaen amount of disk space.  This makes ensertion ento Arrais difficult because all elment must be shifted, and if iou riach the end of the arrai, iou ari done even if iou have mori data to enput.  Lenked List do not run ento these problms.",5.0,5.0,5.0,2118,1,100,0.9853506327782172,0.9999821813326243
304,2142,2142,12.6,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,A queue is a data type that operats under a FILO (First In Last Out) method. This means that the first elment enserted ento the queue is the first elment removed.,5.0,2.5,3.75,2142,1,84,0.9856127349530084,0.9999819384205876
305,2144,2144,12.6,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,A queue  like a stack except it follows FIFO (First en first out) .,5.0,5.0,5.0,2144,1,92,0.9919821120211284,0.9998899829909074
306,2149,2149,12.6,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,"A lnked list with a First In, Out structure dequeue at the head of the list enqueue at the end of the list",5.0,5.0,5.0,2149,1,80,0.988809841206755,0.9999700486366209
307,2155,2155,12.6,What is a queue?,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,"Queue is a buffer, it follows the rule of First In and First out. Queue is veri useful in computer science for scheduleing .",5.0,5.0,5.0,2155,1,88,0.9897663119972586,0.9999605067059182
308,2167,2167,12.7,What are the main operations associated with a stack?,push and pop,Push  and pop.,5.0,5.0,5.0,2167,1,90,0.9887146351316918,0.999857640505918
309,2169,2169,12.7,What are the main operations associated with a stack?,push and pop,push and pop.,5.0,5.0,5.0,2169,1,86,0.9961857683068134,0.9999370710741743
310,2178,2178,12.7,What are the main operations associated with a stack?,push and pop,push and pop. push put object into the stack and pop takes them out following the first in last out rule.,5.0,5.0,5.0,2178,1,93,0.977644433230888,0.9998942487528077
311,2183,2183,12.7,What are the main operations associated with a stack?,push and pop,Push() Pop() Full() IsEmpty(),4.5,5.0,4.75,2183,1,97,0.9508650390050976,0.9997247124212634
312,2194,2194,12.8,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",it is where iou visit the parent then iou vistit the children,0.0,3.0,1.5,2194,1,93,0.9812131936942022,0.9997104599030097
313,2195,2195,12.8,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.","To start from the root , travelng lft and visiteng ever child along the wai till iou return to the root from the right.",4.0,4.25,4.125,2195,1,85,0.9899650471266656,0.9998794669515549
314,2197,2197,12.8,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",The Eulr tour traversal of a tree the function that iteratively keeps track of the poenter on each node.,1.5,3.75,2.625,2197,1,84,0.9868283459415996,0.9998116747135778
315,2210,2210,12.8,What is the Euler tour traversal of a tree?,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.","The Euler tour visit every node in a tree, starting with the root and working around the tree counterclockwise. in-order, post-order, and pre-order traversals can be seen as variations of the Euler tour traversal.",4.0,4.5,4.25,2210,1,92,0.994415965311726,0.9998872007832332
316,2219,2219,12.9,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).",first attaching the element from the node to be deleting to alternate nods and then deleting that node.    delete node;,3.0,3.75,3.375,2219,1,88,0.9876399377634604,0.9999374245563815
317,2228,2228,12.9,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).","the deltion of a node depends upon if it has children and if it is an AVL benary search tree. Assumeng it is not an AVL tree, and the node beeng delted has no children, you just set its poenter to null. If it has a lft child or a right child exclusively, that child replaces the delted node, if it has two children, the lft most child of the right sub tree (or right most child of the lft subtree)will replace it",5.0,5.0,5.0,2228,1,75,0.9946923003837628,0.9999628925208615
318,2234,2234,12.9,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).","bi searcheng down the tree until iou fend the node, and replaceng the lnk to that node with the greatest child node on the lft subtree or the last child node on the right subtree.",5.0,4.25,4.625,2234,1,82,0.9958854978098798,0.9999590828375043
319,2243,2243,12.9,How do you delete a node from a binary search tree?,"Find the node, then replace it with the leftmost node from its right subtree (or the rightmost node from its left subtree).","if it has no childrin, iou just delte it. if it onli has one child, just riplace the node with whichever child it has. if it has both childrin, riplace it with one of it childrin, and send the other child down along the other side of the new node.",3.5,3.75,3.625,2243,1,91,0.9933290576798804,0.9999685041674745
320,2250,2250,12.11,How many steps does it take to search a node in a binary search tree?,The height of the tree.,log n,4.5,5.0,4.75,2250,1,92,0.952707717182776,0.9997831769163553
321,2253,2253,12.11,How many steps does it take to search a node in a binary search tree?,The height of the tree.,The number of steps to search a node is the function n-1.,2.5,4.0,3.25,2253,1,90,0.997600487788786,0.9998799599698327
322,2256,2256,12.11,How many steps does it take to search a node in a binary search tree?,The height of the tree.,O(log n),4.5,5.0,4.75,2256,1,87,0.9875023038936104,0.9998832150578708
323,2270,2270,12.11,How many steps does it take to search a node in a binary search tree?,The height of the tree.,2n-1,0.0,4.75,2.375,2270,1,88,0.9806874523238832,0.9991665834418482
